Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Upsell_Probability,Upsell_Prediction,Confidence_Level,Recommended_Product,Expected_Monthly_Revenue,Priority,Customer_Segment
418-7846,152,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2.0,3,False,0.6053166985261326,1,High,Premium Support + Service Upgrade,36.76,HIGH,Problem Solvers (Fix Issues First)
358-8729,147,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,False,0.35850808214943936,1,Low,Standard Upgrade Package,22.55,LOW,Regular Prospects (Standard Campaign)
349-1943,112,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,False,0.3587031047575567,1,Low,Standard Upgrade Package,23.51,LOW,Regular Prospects (Standard Campaign)
368-8283,120,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,False,0.35867842130403166,1,Low,Standard Upgrade Package,23.66,LOW,Regular Prospects (Standard Campaign)
345-1419,27,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,False,0.7,1,Low,Starter Premium Features,29.2,MEDIUM,New Prospects (Gentle Approach)
358-8025,171,0,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1,False,0.35968133042394,1,Low,Standard Upgrade Package,24.84,LOW,Regular Prospects (Standard Campaign)
383-8695,101,33,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
370-7565,32,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,False,0.36037382007557917,1,Low,Standard Upgrade Package,28.99,LOW,Regular Prospects (Standard Campaign)
401-6162,3,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,False,0.35464864585654193,1,Low,Standard Upgrade Package,16.73,LOW,Regular Prospects (Standard Campaign)
386-5303,151,0,175.3,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,5,3.19,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
351-6552,60,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3,False,0.605513634160765,1,High,Premium Support + Service Upgrade,40.37,HIGH,Problem Solvers (Fix Issues First)
345-5338,119,0,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1,False,0.35800529835339906,1,Low,Standard Upgrade Package,21.91,LOW,Regular Prospects (Standard Campaign)
330-2849,43,0,241.9,101,41.12,129.4,121,11.0,264.8,104,11.92,5.9,3,1.59,1,False,0.358223558583281,1,Low,Standard Upgrade Package,23.83,LOW,Regular Prospects (Standard Campaign)
364-6801,42,0,241.2,134,41.0,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,False,0.7,1,Low,Starter Premium Features,34.35,MEDIUM,New Prospects (Gentle Approach)
375-3003,84,0,217.1,99,36.91,236.0,68,20.06,118.3,120,5.32,9.4,4,2.54,1,False,0.3583632284813205,1,Low,Standard Upgrade Package,23.56,LOW,Regular Prospects (Standard Campaign)
383-8878,65,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,False,0.35726368530773656,1,Low,Standard Upgrade Package,21.35,LOW,Regular Prospects (Standard Campaign)
384-2372,75,0,222.4,78,37.81,327.0,111,27.8,208.0,104,9.36,8.7,9,2.35,1,True,0.757010188426292,1,High,Emergency Retention Package,89.34,HIGH,At-Risk VIPs (Save Immediately)
377-7107,116,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,False,0.35807743334042796,1,Low,Standard Upgrade Package,22.19,LOW,Regular Prospects (Standard Campaign)
361-1581,107,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
417-7888,189,38,256.7,98,43.64,150.5,120,12.79,123.0,87,5.54,11.4,3,3.08,3,False,0.6076999811575255,1,High,Premium Support + Service Upgrade,48.17,HIGH,Problem Solvers (Fix Issues First)
383-8364,123,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,False,0.3577269625093713,1,Low,Standard Upgrade Package,21.18,LOW,Regular Prospects (Standard Campaign)
396-2335,110,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3.0,3,False,0.6050369778763375,1,High,Premium Support + Service Upgrade,35.97,HIGH,Problem Solvers (Fix Issues First)
408-4530,63,32,30.9,113,5.25,187.0,113,15.9,230.8,101,10.39,8.6,7,2.32,1,False,0.3531151409470749,1,Low,Standard Upgrade Package,12.02,LOW,Regular Prospects (Standard Campaign)
408-6621,176,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,False,0.6077804344257232,1,High,Premium Support + Service Upgrade,48.77,HIGH,Problem Solvers (Fix Issues First)
393-7522,108,0,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,False,0.35816321739163076,1,Low,Standard Upgrade Package,22.5,LOW,Regular Prospects (Standard Campaign)
338-7120,13,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,False,0.1,0,Low,Basic Service Review,0.88,MINIMAL,Low Priority (Minimal Contact)
357-4265,71,0,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1,False,0.3584354386787152,1,Low,Standard Upgrade Package,24.1,LOW,Regular Prospects (Standard Campaign)
398-8801,88,0,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2,False,0.3582801180137353,1,Low,Standard Upgrade Package,23.1,LOW,Regular Prospects (Standard Campaign)
346-2347,137,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,False,0.3566949413255187,1,Low,Standard Upgrade Package,18.73,LOW,Regular Prospects (Standard Campaign)
343-2741,82,0,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,7,1.54,4,False,0.607103149387705,1,High,Premium Support + Service Upgrade,48.23,HIGH,Problem Solvers (Fix Issues First)
420-8242,92,29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8.0,4,2.16,3,False,0.605900511111297,1,High,Premium Support + Service Upgrade,41.25,HIGH,Problem Solvers (Fix Issues First)
402-7746,165,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,False,0.6070185896371848,1,High,Premium Support + Service Upgrade,44.67,HIGH,Problem Solvers (Fix Issues First)
332-1494,96,0,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,1,False,0.3541161080170238,1,Low,Standard Upgrade Package,13.76,LOW,Regular Prospects (Standard Campaign)
388-6223,156,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,False,0.357389390702716,1,Low,Standard Upgrade Package,19.97,LOW,Regular Prospects (Standard Campaign)
404-9539,63,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,False,0.35756183997150437,1,Low,Standard Upgrade Package,21.87,LOW,Regular Prospects (Standard Campaign)
341-7332,37,0,206.0,89,35.02,186.0,88,15.81,307.1,86,13.82,8.4,11,2.27,0,False,0.7,1,Low,Starter Premium Features,38.0,MEDIUM,New Prospects (Gentle Approach)
338-7886,98,0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11.0,9,2.97,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
332-5596,121,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
348-9945,94,0,139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
407-1896,99,0,191.2,110,32.5,163.9,102,13.93,243.6,114,10.96,14.1,3,3.81,1,False,0.35796027023535265,1,Low,Standard Upgrade Package,22.2,LOW,Regular Prospects (Standard Campaign)
398-9408,163,23,160.0,104,27.2,189.4,64,16.1,229.9,118,10.35,10.4,7,2.81,1,False,0.35772444573878454,1,Low,Standard Upgrade Package,20.46,LOW,Regular Prospects (Standard Campaign)
369-8005,161,0,221.7,95,37.69,193.0,82,16.41,194.1,113,8.73,6.5,4,1.76,3,False,0.60752398850957,1,High,Premium Support + Service Upgrade,47.8,HIGH,Problem Solvers (Fix Issues First)
346-2530,99,0,62.9,81,10.69,231.0,64,19.64,168.9,121,7.6,8.5,5,2.3,1,False,0.35444919148423704,1,Low,Standard Upgrade Package,14.37,LOW,Regular Prospects (Standard Campaign)
400-5984,108,0,215.6,78,36.65,195.3,119,16.6,194.4,65,8.75,3.6,5,0.97,1,False,0.3583117954923815,1,Low,Standard Upgrade Package,22.88,LOW,Regular Prospects (Standard Campaign)
351-1007,84,42,165.3,97,28.1,223.5,118,19.0,260.8,72,11.74,7.6,7,2.05,3,False,0.6065364737052612,1,High,Premium Support + Service Upgrade,44.9,HIGH,Problem Solvers (Fix Issues First)
345-5980,83,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,False,0.35443518679485964,1,Low,Standard Upgrade Package,14.67,LOW,Regular Prospects (Standard Campaign)
368-8964,139,0,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2,False,0.3578888292242603,1,Low,Standard Upgrade Package,21.4,LOW,Regular Prospects (Standard Campaign)
358-1912,69,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3,False,0.6072269248438563,1,High,Premium Support + Service Upgrade,49.3,HIGH,Problem Solvers (Fix Issues First)
379-3132,129,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,False,0.6070634522098163,1,High,Premium Support + Service Upgrade,46.09,HIGH,Problem Solvers (Fix Issues First)
340-9910,106,0,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0.0,0,0.0,2,False,0.35386878421823553,1,Low,Standard Upgrade Package,13.03,LOW,Regular Prospects (Standard Campaign)
396-2719,158,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,2,1.86,2,False,0.3593404153573595,1,Low,Standard Upgrade Package,24.26,LOW,Regular Prospects (Standard Campaign)
369-6204,168,22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2,False,0.35793724570929436,1,Low,Standard Upgrade Package,20.93,LOW,Regular Prospects (Standard Campaign)
420-9971,115,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,True,0.7567957370606377,1,High,Emergency Retention Package,85.49,HIGH,At-Risk VIPs (Save Immediately)
410-3782,57,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2,False,0.3593864430650964,1,Low,Standard Upgrade Package,26.15,LOW,Regular Prospects (Standard Campaign)
404-4481,67,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1,False,0.3582119057540221,1,Low,Standard Upgrade Package,23.41,LOW,Regular Prospects (Standard Campaign)
383-9255,127,0,182.3,124,30.99,169.9,110,14.44,184.0,116,8.28,9.3,3,2.51,1,False,0.35731931978722253,1,Low,Standard Upgrade Package,20.33,LOW,Regular Prospects (Standard Campaign)
418-9385,78,0,190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,2,False,0.3582125696868804,1,Low,Standard Upgrade Package,23.09,LOW,Regular Prospects (Standard Campaign)
360-9676,100,38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2.0,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
327-3587,103,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,True,0.7528939092921761,1,High,Emergency Retention Package,45.1,HIGH,At-Risk VIPs (Save Immediately)
385-4715,113,0,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,3,3.65,1,False,0.3580083523894979,1,Low,Standard Upgrade Package,22.3,LOW,Regular Prospects (Standard Campaign)
414-2695,78,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14.0,11,3.78,3,False,0.6058636038832165,1,High,Premium Support + Service Upgrade,41.66,HIGH,Problem Solvers (Fix Issues First)
331-5999,129,36,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,16.4,5,4.43,1,False,0.3583289173042484,1,Low,Standard Upgrade Package,22.52,LOW,Regular Prospects (Standard Campaign)
337-7739,57,0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,False,0.356758775048468,1,Low,Standard Upgrade Package,20.22,LOW,Regular Prospects (Standard Campaign)
388-6658,82,0,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,False,0.3566719983428906,1,Low,Standard Upgrade Package,19.47,LOW,Regular Prospects (Standard Campaign)
405-6943,64,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,False,0.35859397992725167,1,Low,Standard Upgrade Package,24.3,LOW,Regular Prospects (Standard Campaign)
382-4084,86,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,False,0.3597594234866149,1,Low,Standard Upgrade Package,26.69,LOW,Regular Prospects (Standard Campaign)
352-8249,151,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
353-8363,94,0,271.2,105,46.1,202.6,105,17.22,221.6,51,9.97,11.5,3,3.11,3,True,0.7569673983210965,1,High,Emergency Retention Package,88.26,HIGH,At-Risk VIPs (Save Immediately)
416-2825,90,0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8.0,1,2.16,2,False,0.35982407282949536,1,Low,Standard Upgrade Package,26.49,LOW,Regular Prospects (Standard Campaign)
342-6696,48,0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,False,0.3594605197865817,1,Low,Standard Upgrade Package,26.73,LOW,Regular Prospects (Standard Campaign)
338-9210,85,37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,False,0.35798904006440996,1,Low,Standard Upgrade Package,22.63,LOW,Regular Prospects (Standard Campaign)
328-1768,93,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,False,0.35722612747802596,1,Low,Standard Upgrade Package,20.78,LOW,Regular Prospects (Standard Campaign)
406-5870,169,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,False,0.6043559040535148,1,High,Premium Support + Service Upgrade,29.85,HIGH,Problem Solvers (Fix Issues First)
398-3834,68,0,162.1,86,27.56,155.0,86,13.18,189.7,87,8.54,11.0,9,2.97,5,True,0.7541001926058609,1,High,Emergency Retention Package,59.71,HIGH,At-Risk VIPs (Save Immediately)
330-7754,91,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,True,0.754472886805438,1,High,Emergency Retention Package,61.99,HIGH,At-Risk VIPs (Save Immediately)
414-9054,68,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,False,0.3575391446386034,1,Low,Standard Upgrade Package,21.77,LOW,Regular Prospects (Standard Campaign)
350-2832,101,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,False,0.35805522110084737,1,Low,Standard Upgrade Package,22.39,LOW,Regular Prospects (Standard Campaign)
414-9027,67,20,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1,False,0.3582768792294073,1,Low,Standard Upgrade Package,23.65,LOW,Regular Prospects (Standard Campaign)
337-1225,66,0,34.0,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,False,0.3538542543694773,1,Low,Standard Upgrade Package,13.68,LOW,Regular Prospects (Standard Campaign)
394-6577,116,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5,False,0.6076859434360127,1,High,Premium Support + Service Upgrade,50.03,HIGH,Problem Solvers (Fix Issues First)
359-6995,158,0,202.0,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,False,0.3581916282304331,1,Low,Standard Upgrade Package,21.73,LOW,Regular Prospects (Standard Campaign)
377-7561,78,0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,False,0.3583846123017544,1,Low,Standard Upgrade Package,23.52,LOW,Regular Prospects (Standard Campaign)
380-6631,119,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,False,0.35737769063397756,1,Low,Standard Upgrade Package,20.58,LOW,Regular Prospects (Standard Campaign)
390-8876,120,0,150.6,85,25.6,119.0,128,10.12,232.9,123,10.48,6.4,2,1.73,1,False,0.35589794134910435,1,Low,Standard Upgrade Package,17.23,LOW,Regular Prospects (Standard Campaign)
413-2201,155,0,184.6,102,31.38,196.0,117,16.66,226.5,122,10.19,7.8,1,2.11,1,False,0.35830453724531686,1,Low,Standard Upgrade Package,21.92,LOW,Regular Prospects (Standard Campaign)
374-2073,106,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,False,0.35915652127503594,1,Low,Standard Upgrade Package,24.91,LOW,Regular Prospects (Standard Campaign)
417-1272,87,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,6,2.97,1,False,0.3566211967380625,1,Low,Standard Upgrade Package,19.57,LOW,Regular Prospects (Standard Campaign)
358-1129,146,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,False,0.605467373663103,1,High,Premium Support + Service Upgrade,37.33,HIGH,Problem Solvers (Fix Issues First)
394-1211,101,29,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
327-1319,22,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,False,0.1,0,Low,Basic Service Review,0.55,MINIMAL,Low Priority (Minimal Contact)
399-4413,90,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,False,0.3543408840883012,1,Low,Standard Upgrade Package,14.45,LOW,Regular Prospects (Standard Campaign)
393-9985,41,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,False,0.35725963484178597,1,Low,Standard Upgrade Package,21.71,LOW,Regular Prospects (Standard Campaign)
401-8377,69,0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,False,0.3568674171824912,1,Low,Standard Upgrade Package,20.46,LOW,Regular Prospects (Standard Campaign)
331-3202,33,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2,False,0.3581689252532687,1,Low,Standard Upgrade Package,23.99,LOW,Regular Prospects (Standard Campaign)
358-5953,112,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,False,0.35657382225897977,1,Low,Standard Upgrade Package,18.82,LOW,Regular Prospects (Standard Campaign)
380-7624,108,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,False,0.3605382533392877,1,Low,Standard Upgrade Package,28.03,LOW,Regular Prospects (Standard Campaign)
416-5261,136,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,False,0.35864926555302823,1,Low,Standard Upgrade Package,22.88,LOW,Regular Prospects (Standard Campaign)
417-5067,128,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,False,0.35919052927710476,1,Low,Standard Upgrade Package,24.39,LOW,Regular Prospects (Standard Campaign)
345-6515,27,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,False,0.35748562230820446,1,Low,Standard Upgrade Package,22.56,LOW,Regular Prospects (Standard Campaign)
406-1349,161,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,False,0.3589111500164197,1,Low,Standard Upgrade Package,23.17,LOW,Regular Prospects (Standard Campaign)
360-9038,33,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0,False,0.7,1,Low,Starter Premium Features,41.12,MEDIUM,New Prospects (Gentle Approach)
348-3444,120,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
370-2892,113,0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,False,0.35767848285987763,1,Low,Standard Upgrade Package,21.41,LOW,Regular Prospects (Standard Campaign)
383-4061,122,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11.0,2,2.97,0,True,0.7565316650472032,1,High,Emergency Retention Package,82.0,HIGH,At-Risk VIPs (Save Immediately)
391-7937,148,26,244.9,150,41.63,118.0,138,10.03,236.0,91,10.62,15.2,4,4.1,2,False,0.3591995639265817,1,Low,Standard Upgrade Package,24.21,LOW,Regular Prospects (Standard Campaign)
389-4083,74,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,9.7,2,2.62,3,False,0.6073531698420603,1,High,Premium Support + Service Upgrade,50.24,HIGH,Problem Solvers (Fix Issues First)
410-9633,106,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,3,2.97,1,False,0.35821006633721797,1,Low,Standard Upgrade Package,22.72,LOW,Regular Prospects (Standard Campaign)
418-9502,179,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,False,0.3581852774189658,1,Low,Standard Upgrade Package,21.24,LOW,Regular Prospects (Standard Campaign)
339-6637,149,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,True,0.7536974280650274,1,High,Emergency Retention Package,50.97,HIGH,At-Risk VIPs (Save Immediately)
356-3403,77,0,189.5,112,32.22,207.0,95,17.6,214.1,91,9.63,9.2,7,2.48,0,False,0.3578977320126517,1,Low,Standard Upgrade Package,22.46,LOW,Regular Prospects (Standard Campaign)
371-9457,127,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,True,0.7547009475903148,1,High,Emergency Retention Package,62.56,HIGH,At-Risk VIPs (Save Immediately)
391-8087,80,0,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,False,0.35718274937585115,1,Low,Standard Upgrade Package,20.76,LOW,Regular Prospects (Standard Campaign)
392-6420,106,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,False,0.3573970193480027,1,Low,Standard Upgrade Package,20.82,LOW,Regular Prospects (Standard Campaign)
399-4094,61,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,False,0.3592979917378128,1,Low,Standard Upgrade Package,25.96,LOW,Regular Prospects (Standard Campaign)
378-4013,135,24,127.7,54,21.71,215.0,105,18.28,234.3,84,10.54,5.8,4,1.57,2,False,0.35678635042512125,1,Low,Standard Upgrade Package,18.8,LOW,Regular Prospects (Standard Campaign)
386-6306,115,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,False,0.6067739109012926,1,High,Premium Support + Service Upgrade,45.22,HIGH,Problem Solvers (Fix Issues First)
359-3618,167,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,False,0.3596909542904745,1,Low,Standard Upgrade Package,24.94,LOW,Regular Prospects (Standard Campaign)
340-8875,107,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11.0,9,2.97,2,False,0.35975178215586945,1,Low,Standard Upgrade Package,26.33,LOW,Regular Prospects (Standard Campaign)
330-2693,112,0,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,4,2.89,1,False,0.3567124137826091,1,Low,Standard Upgrade Package,19.3,LOW,Regular Prospects (Standard Campaign)
403-7627,35,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,False,0.3586956231036351,1,Low,Standard Upgrade Package,25.0,LOW,Regular Prospects (Standard Campaign)
342-3678,103,0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3,False,0.603805067902429,1,High,Premium Support + Service Upgrade,29.43,HIGH,Problem Solvers (Fix Issues First)
344-9943,107,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,False,0.36010603350024756,1,Low,Standard Upgrade Package,27.02,LOW,Regular Prospects (Standard Campaign)
390-5686,69,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,False,0.607684875072719,1,High,Premium Support + Service Upgrade,52.21,HIGH,Problem Solvers (Fix Issues First)
358-5826,85,0,209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,11.3,3,3.05,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
393-7826,24,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3.0,2,True,0.7562925831064506,1,High,Emergency Retention Package,85.4,HIGH,At-Risk VIPs (Save Immediately)
335-9786,90,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,False,0.3568378172259221,1,Low,Standard Upgrade Package,20.12,LOW,Regular Prospects (Standard Campaign)
368-9860,137,0,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3,False,0.6050807548210162,1,High,Premium Support + Service Upgrade,35.38,HIGH,Problem Solvers (Fix Issues First)
416-9522,92,45,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,3,2.03,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
416-7307,38,0,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,3,3.81,2,False,0.3570974735785934,1,Low,Standard Upgrade Package,21.35,LOW,Regular Prospects (Standard Campaign)
397-6789,69,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,True,0.7569178827243163,1,High,Emergency Retention Package,89.34,HIGH,At-Risk VIPs (Save Immediately)
335-9501,45,0,112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9.0,3,2.43,2,False,0.3558453131487487,1,Low,Standard Upgrade Package,18.33,LOW,Regular Prospects (Standard Campaign)
388-1250,73,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,False,0.35815040306690427,1,Low,Standard Upgrade Package,23.17,LOW,Regular Prospects (Standard Campaign)
386-1374,92,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,False,0.3587629617217689,1,Low,Standard Upgrade Package,24.19,LOW,Regular Prospects (Standard Campaign)
