Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
777-9895,409,0,470.7,404,49.04,440.4,84,40.44,449,444,5.56,44.4,4,5.08,4,FALSE
777-6689,464,55,484.5,459,54.57,485.4,78,45.57,447.4,406,5.75,44.5,6,5.54,0,FALSE
997-7776,444,57,464.4,409,47.4,404.4,79,47.56,454.5,87,40.44,8.9,4,4.4,4,FALSE
797-5895,477,0,84.9,77,44.45,457.5,409,44.89,440.5,66,9.47,7.5,5,4.05,4,FALSE
798-7976,94,0,447.9,74,57.04,450.4,446,49.56,454.4,440,40.44,40.6,4,4.86,4,FALSE
779-8699,405,0,470.9,98,46.05,446.4,440,49.45,478.8,60,8.05,8.8,5,4.58,0,TRUE
769-5999,44,0,445,94,44.54,485.9,77,45.65,484.5,409,8.49,45.5,6,4.45,0,TRUE
788-5596,48,0,448.4,74,44.79,48.4,78,4.09,446.5,80,5.45,8.9,5,4.4,0,FALSE
798-7877,86,0,446.5,445,44.47,468.8,444,44.55,454.6,95,6.96,9.8,7,4.65,4,FALSE
759-9568,465,0,478.7,56,50.58,445.7,79,48.55,454.7,84,6.87,40.6,4,4.86,4,FALSE
779-6968,94,0,459,409,47.05,455.4,444,44.68,84.4,75,5.74,40.4,4,4.75,0,FALSE
779-5977,56,0,450.9,79,45.65,464.8,87,45.75,467.7,445,7.55,44.7,5,5.46,5,FALSE
765-5685,447,44,449.9,448,57.58,408.5,446,47.74,554.5,444,45.86,8.4,4,4.49,5,FALSE
785-8598,64,0,468,446,48.56,494.4,94,46.55,466.5,98,7.49,40.4,5,4.75,4,FALSE
756-8999,408,54,464.4,85,47.56,474.8,447,44.6,459.8,76,44.69,9.6,5,4.59,4,TRUE
777-7968,459,0,498.8,407,55.8,495.5,94,46.64,445.5,440,9.6,46.5,7,4.46,5,FALSE
775-8596,456,0,456.8,90,45.66,450.4,404,49.56,445.6,84,6.46,9.4,40,4.46,5,FALSE
789-5987,446,55,484.8,444,54.08,444.7,449,48.08,495.8,405,8.74,44,4,4.97,4,FALSE
777-5987,45,58,496.8,94,55.46,454.4,408,44.64,464.8,85,44.78,7.7,4,4.08,4,FALSE
769-7785,444,0,440.4,440,45.84,454.4,448,49.67,488.4,447,8.46,44.4,5,5.04,4,FALSE
788-5858,458,0,494.5,85,55.05,489.9,97,46.44,454.4,404,40.45,9,5,4.45,5,FALSE
985-6598,454,0,447.6,66,49.99,444,408,48.49,459.5,94,40.78,8.8,5,4.58,4,FALSE
768-5879,404,0,495.7,408,54.95,486.6,98,45.86,445,400,40.04,44.6,8,5.45,0,FALSE
758-5858,58,0,445.4,405,44.55,454.4,408,49.67,480.9,440,8.44,7.8,4,4.44,4,FALSE
795-5787,84,0,445.4,454,44.74,449.5,94,40.99,486.4,409,8.59,5.4,4,4.4,4,FALSE
958-7789,87,0,469.4,405,48.75,469.9,404,44.44,444.9,406,44.04,9.9,40,4.67,5,FALSE
758-5978,446,0,449.5,95,58.98,484.5,444,45.68,468.4,94,7.57,8.8,5,4.58,4,FALSE
789-5968,85,0,497.4,97,55.54,444.7,445,47.99,440.4,455,9.45,8.5,4,4.44,4,FALSE
798-9899,64,55,486.4,84,54.69,404,456,47.09,486.7,405,44.9,44.4,5,5,4,TRUE
777-5678,90,0,76.4,444,44.94,490.5,75,44.68,456.9,89,40.66,40.8,5,4.94,0,FALSE
759-7896,98,0,464.8,65,47.68,485,409,45.75,449.5,404,9.88,6,5,4.64,4,FALSE
799-9979,75,0,484.5,445,50.99,499.4,97,46.95,440.4,445,5.44,48,5,4.86,4,FALSE
955-8568,407,0,494.4,85,55.05,447.8,84,44.06,445.4,95,44.04,44.4,7,5.04,4,FALSE
777-7698,55,40,489.5,95,54.48,448.6,445,40.08,450.4,404,44.46,44.5,4,5.58,4,FALSE
766-9789,76,44,460.4,407,47.44,468.7,456,44.54,45.4,404,4.04,9.5,4,4.57,5,FALSE
989-5957,50,0,445,76,44.65,440.7,444,40.46,497.4,454,8.87,7.4,4,4.94,5,FALSE
789-9787,457,0,440.7,405,57.54,449.5,447,40.44,465.4,445,7.45,44.5,7,5.44,4,FALSE
759-7885,40,54,444.7,69,58.4,454.5,84,44.45,440.5,404,5.44,7.5,5,4.05,4,TRUE
798-5889,74,0,447,79,44.99,464.5,405,45.8,464.9,80,7.55,40.5,4,4.84,4,FALSE
798-9576,95,59,460.8,450,44.54,445.4,444,48.44,495.6,97,8.8,40.4,5,4.75,4,FALSE
798-9558,44,0,455.4,447,46.44,464.4,45,45.95,457.7,448,7.4,9,5,4.45,0,FALSE
765-5879,86,0,466.4,444,48.45,455.5,84,44.7,448.4,97,40.46,5.4,7,4.46,4,FALSE
999-9898,454,0,444.8,445,56.04,460.5,404,44.44,444.4,96,6.49,40.8,7,4.94,0,FALSE
769-7699,55,45,450.5,444,44.49,408.4,94,47.74,444.6,444,6.57,44,5,4.97,4,TRUE
775-9866,74,0,464.7,404,47.66,494,405,44.84,485.5,80,8.45,8.7,6,4.55,0,FALSE
765-7589,84,57,457.4,76,40.54,464.4,445,44.46,474.5,440,44.44,7.9,5,4.45,4,FALSE
796-9895,84,0,466.4,404,48.45,447.6,444,48.5,440.4,68,9.94,45.4,4,5.56,4,FALSE
757-9976,48,0,444.7,48,40.69,445.8,444,40.69,464.6,444,44.77,8.5,4,4.44,6,TRUE
798-7867,444,0,476.4,64,49.99,404,444,47.09,450.4,458,6.77,44.4,4,5.04,0,FALSE
799-5996,5,47,67.4,446,44.46,444,78,40.74,484.4,95,44.65,44.4,4,5.08,4,FALSE
777-9998,54,0,449.7,449,59.05,556,404,48.56,494.8,448,8.68,9.6,4,4.59,4,TRUE
768-7876,68,44,476,448,49.94,477.9,446,45.64,474.7,74,7.86,44.7,7,5.97,4,FALSE
997-5599,465,0,447.7,77,44.44,469.5,408,44.94,467.5,84,7.55,9.6,7,4.59,0,TRUE
797-7969,87,0,445.4,90,49.64,464.6,68,44.54,445.7,69,44.06,45.4,5,5.54,4,FALSE
775-9987,58,0,444.4,95,49.07,409.6,408,47.84,460.9,78,44.74,45.9,4,5.75,0,TRUE
999-7998,409,0,464.6,458,47.64,454,409,45.09,409.7,448,9.44,44.5,4,5.44,0,FALSE
759-5575,444,0,449.4,407,59,444.4,99,48.4,489.6,95,45.05,40.4,6,4.84,4,FALSE
996-9695,444,0,459.6,96,45.75,444.4,95,40.56,95.6,75,4.5,45,4,4.05,4,FALSE
777-9597,455,0,465.8,66,44.85,454.5,446,44.56,400.4,444,9,8.4,4,4.47,5,TRUE
788-6979,409,46,447.5,445,56.98,455.7,84,49.86,465.9,99,7.58,9,5,4.45,4,FALSE
798-5755,407,44,444.5,454,49.45,499.8,94,46.98,494.7,74,8.76,7.5,8,4.05,4,FALSE
798-5978,449,0,496.5,408,55.57,456.8,96,44.65,454.7,87,6.96,7.7,5,4.08,4,FALSE
989-7655,56,0,455.4,95,45.04,488,446,45.98,444,455,6.59,4.4,4,4.49,4,FALSE
785-9989,449,0,98,99,46.66,440.7,64,40.46,454.8,445,44.47,40.5,4,4.84,0,FALSE
755-9759,94,0,449.4,448,44.4,444.5,95,47.98,469,446,7.64,9.4,5,4.46,0,FALSE
797-9897,67,50,449.6,407,44.05,455,404,49.84,497,95,45.57,44.5,5,5.94,4,FALSE
989-9855,440,0,444.5,406,57.64,467.6,98,44.75,444.5,80,5.04,9.5,7,4.54,0,FALSE
785-9878,466,0,440.7,406,57.54,477.8,448,45.44,406.4,404,9.47,44.4,9,5.55,4,FALSE
798-7989,66,0,87.6,76,44.89,464,444,44.47,484.6,445,8.54,9.4,5,4.48,4,FALSE
769-9998,76,0,405.6,64,54.64,464.7,447,45.74,475.9,97,7.94,8.4,5,4.47,0,FALSE
995-6578,79,0,445.6,440,56.54,454.9,444,49.97,449.6,457,40.55,8.8,5,4.58,4,FALSE
795-5895,98,54,484.6,444,50.87,440.7,400,48.76,456.5,444,40.65,44.9,4,5.48,4,FALSE
769-6895,444,44,445.4,445,56.64,548.7,98,47.94,460.5,89,7.44,7.8,6,4.44,4,FALSE
799-9558,49,0,466.5,90,45.47,407.8,447,47.66,405,98,9.45,44,4,5.78,4,TRUE
788-5877,46,0,499.4,444,55.86,475.4,85,44.88,440.6,84,9.48,40.4,4,4.75,5,FALSE
775-5789,457,0,445,450,49.55,457.8,85,44.74,444,64,40.08,7.5,4,4.97,5,FALSE
999-9867,474,0,470.5,69,45.99,450,444,49.55,456,444,6.44,9.6,5,4.59,4,TRUE
755-5697,40,0,444.4,447,57.77,455.4,445,45.04,447.4,80,40.45,44.9,4,5.48,4,FALSE
777-9579,88,0,64.9,78,40.54,464.6,444,44.54,444.5,440,9.56,8.8,4,4.58,5,FALSE
785-9859,89,0,444.4,94,45.99,449.4,446,44.47,456,75,6.44,40.8,4,4.94,4,FALSE
795-9595,84,0,489.4,84,54.46,484.4,447,45.67,455.8,85,44.54,40.6,5,4.86,5,TRUE
779-9999,459,0,496,455,55.54,486,446,45.84,455,94,6.89,9.8,4,4.65,5,FALSE
797-7958,87,0,474.6,449,49.47,405,407,47.45,470.6,444,7.68,45.8,4,5.75,0,FALSE
789-5598,457,0,474,445,49.58,464.5,445,45.74,460.7,98,44.75,44.4,5,5.08,4,FALSE
799-7887,45,0,78.6,406,45.56,487.5,440,45.94,484.4,444,8.49,7.4,5,4,4,TRUE
958-8788,90,0,400.9,94,54.45,464.5,94,45.97,449,98,44.44,8.9,7,4.4,4,FALSE
789-7759,405,0,444.5,445,44.04,455.6,87,44.56,445.8,96,9.74,6.4,4,4.75,4,FALSE
789-5999,400,0,455.8,450,40.09,476,69,44.96,65.6,444,4.86,7.5,4,4.97,4,FALSE
775-9999,440,0,485.4,400,54.47,465.4,88,44.05,444.6,404,5.04,6.5,4,4.7,5,FALSE
778-5769,444,0,454.5,445,45.45,78.9,404,6.74,455.4,69,6.89,44.8,4,5.49,4,FALSE
779-5965,40,0,485,405,54.44,444.8,77,48.46,406.4,75,9.49,8.7,6,4.55,4,FALSE
958-6999,89,49,465.5,80,47.8,474.8,456,45.56,584.9,447,47.49,7.5,5,4.05,4,FALSE
795-5788,444,0,407.9,98,55.54,440.5,96,47.89,409.6,444,4.95,7.7,4,4.08,4,FALSE
755-7579,404,0,448.6,404,44.46,474.9,95,44.87,407.4,86,9.54,6.4,5,4.65,5,FALSE
777-9878,405,54,485.4,405,54.54,497.6,446,46.8,447.4,440,6.64,44.5,4,5.94,4,FALSE
758-7588,54,0,497.8,60,55.65,444,64,48.79,468.6,454,7.59,8.9,5,4.4,4,FALSE
995-8998,4,0,454.4,44,44.46,458.9,88,44.84,494.6,449,8.67,9.4,4,4.46,4,TRUE
795-6779,444,0,497.4,447,55.54,447.8,448,49.56,444,404,9.65,9.5,44,4.54,0,FALSE
795-7795,448,0,454.6,444,46.48,484.4,405,45.66,447.4,404,9.78,44.6,5,5.4,4,FALSE
785-5989,47,54,455.4,445,46.05,485.9,59,45.8,444.5,404,40.09,40,4,4.7,6,TRUE
789-7895,450,0,444.4,449,55.9,454.4,440,49.64,440.9,80,9.94,6.5,9,4.7,4,FALSE
999-9799,495,0,96.8,94,46.46,444.6,405,44.44,440.4,445,9.45,40.9,5,4.94,4,TRUE
797-7896,444,0,474,445,49.44,476.4,404,45.49,495.7,400,8.74,40.4,9,4.75,4,FALSE
778-9795,457,0,444.4,94,45.99,447.4,400,44.54,454.7,75,44.46,8,7,4.46,4,FALSE
955-9799,485,49,454.4,444,45.69,444.7,88,40.8,454.4,94,6.95,45.8,4,5.75,4,FALSE
985-9788,404,0,409.6,407,55.65,448.8,96,49.45,474.4,85,7.76,7.6,4,4.05,5,FALSE
797-5558,95,54,447,409,44.99,445.6,94,40.68,446.5,90,40.49,40.5,4,4.84,5,FALSE
755-8599,7,50,444.4,444,57.64,465.8,446,44.09,447,405,44.44,40.8,44,4.94,4,FALSE
779-8689,446,0,544.5,99,54.64,467.9,95,44.47,495.6,406,8.74,8,4,4.46,4,TRUE
989-7879,74,0,445.7,444,44.45,60,90,5.4,489,449,8.5,44.5,4,5.05,0,FALSE
758-9955,444,0,454.5,85,44.76,444.4,98,48.44,486.4,74,8.57,44.4,6,5,5,FALSE
796-9659,97,0,456.9,407,40.47,457.6,405,45.4,444,440,40.85,7.5,4,4.97,0,TRUE
797-9878,48,0,459.7,79,47.45,446.7,454,48.44,406.7,446,9.5,9.5,5,4.54,4,FALSE
779-9576,90,0,448.4,96,45.49,440.4,444,48.75,454.4,97,6.04,9.4,4,4.48,4,TRUE
788-9896,490,0,450.9,86,45.65,468.6,449,44.85,479.9,75,8.4,44.7,4,5.97,4,FALSE
796-5798,54,48,440.5,404,55.79,450.5,86,44.49,444.6,445,40.87,44.5,4,5.44,4,FALSE
756-5599,54,44,470.9,74,49.05,404.4,80,47.44,459,444,7.45,4.4,5,4.44,4,FALSE
799-9995,75,0,454.7,80,45.5,90.4,79,7.67,455.4,60,6.9,40.6,8,4.86,0,FALSE
787-7779,444,0,484.4,89,48.55,457,445,45.55,444.8,94,40.95,8.4,8,4.47,0,TRUE
795-5555,98,0,0,0,0,459.6,450,45.57,467.4,88,7.54,6.8,4,4.84,4,TRUE
987-9967,406,0,455.7,45,44.75,487.8,407,45.96,484.9,89,8.49,40.7,4,4.89,4,TRUE
778-6558,444,0,444.9,447,58.45,494.9,447,46.54,449.9,97,40.55,40.5,5,4.78,0,FALSE
757-5889,59,0,454.8,98,45.84,409.9,94,47.84,466.9,86,44.04,44.9,5,5.44,4,FALSE
987-9957,74,44,444.4,407,44.04,465,405,45.86,440,99,9.9,5.6,5,4.54,4,FALSE
757-6879,55,0,485.7,444,48.57,450.9,406,49.65,450.7,440,40.58,44.8,7,4,0,TRUE
788-9657,45,0,58.4,444,9.95,464.4,64,44.49,459,445,7.45,44.9,5,5.44,4,FALSE
759-5995,456,46,90.4,405,45.57,404.5,409,47.44,447.4,445,40.44,45.4,4,5.54,0,FALSE
789-9565,445,0,444.4,94,49.45,446.6,445,48.44,450.6,404,44.48,44,5,4.97,0,FALSE
986-5597,405,0,447.7,405,45.44,444.7,78,48.95,465.5,404,7.56,44.8,5,5.46,4,FALSE
778-6976,50,54,504.7,95,54.46,440.5,449,40.44,495.9,405,8.75,45.6,44,5.67,5,FALSE
775-9589,448,0,456.4,440,45.44,404.4,405,47.56,448.4,90,40.47,44.5,4,5.05,4,FALSE
786-7596,97,0,469.7,84,48.85,465.9,86,44.4,494.9,85,8.64,44.8,6,5.46,5,FALSE
777-7798,54,0,447.4,89,58.64,494.4,406,46.54,445.4,446,40.95,44.9,4,4.04,0,FALSE
999-9996,75,0,447.8,94,57.05,440.6,97,48.75,477.5,89,44.48,40.5,6,4.78,4,TRUE
799-7599,55,0,444.4,404,44.44,445.9,445,40.55,455.7,400,6.44,45.4,8,5.54,4,FALSE
785-9985,64,0,406.4,76,55.05,454.4,76,49.75,454.6,96,44.54,45.6,4,5.67,4,FALSE
759-7985,65,0,454.9,444,44.59,67,64,5.7,460.4,444,7.44,9.9,4,4.67,5,FALSE
799-5557,447,54,404.9,445,47.85,457.6,445,40.4,465.4,404,44.85,7.7,6,4.08,5,FALSE
779-9778,445,0,445,97,44.65,450.7,75,44.54,470.4,444,44.46,45.7,8,5.7,4,TRUE
798-9959,464,0,484.5,448,54.57,444,95,49.04,480.5,84,8.44,44.6,5,5.45,4,FALSE
988-7895,89,0,89.5,66,45.44,479.5,404,45.44,445.4,446,40.45,44.5,4,5.54,5,FALSE
789-9559,94,0,455.6,454,40.05,494.8,407,46.56,470.6,95,7.68,8.6,4,4.54,4,FALSE
755-9975,449,0,486,447,54.64,464.5,96,44.5,98.9,65,4.45,44.5,6,5.44,4,FALSE
779-9777,86,0,445.9,75,58.06,455.7,409,45.45,450.4,445,6.76,7.5,9,4.97,4,FALSE
759-9999,96,0,479.5,445,50.54,464.5,459,45.8,464.5,455,44.9,6.6,4,4.78,4,FALSE
799-5995,490,0,469.4,404,48.8,455.5,445,44.55,497.4,95,8.87,8.9,5,4.4,4,FALSE
779-9559,80,0,448.4,90,40.08,444.5,77,44.47,445.4,86,40.45,8.4,6,4.44,4,FALSE
799-6577,408,0,444,405,49.04,495.7,440,46.46,408.9,95,9.4,4.4,4,4.44,4,TRUE
777-9799,97,54,468.4,449,48.65,445.9,97,49.4,494.8,95,8.65,8.5,7,4.5,0,FALSE
987-5555,84,44,444.5,444,56.45,488.4,407,46,555.5,447,45.04,44.5,40,5.05,0,FALSE
985-7897,65,0,445.7,459,44.77,444.9,445,40.56,485.5,447,44.84,4.4,5,4.45,4,TRUE
769-9598,454,54,456.6,454,46.64,74,95,6.04,464.7,440,44.78,45.4,40,5.64,4,FALSE
989-9798,58,45,444.8,96,44.48,474.5,400,45.45,495.4,405,8.7,8.9,4,4.4,4,FALSE
776-9965,56,0,404.4,445,54.44,450.7,445,49.64,404,447,9.09,40.4,4,4.75,5,FALSE
769-8989,54,0,446.8,449,49.86,445.4,445,40.46,447.5,404,9.79,44,4,5.44,4,FALSE
995-7686,45,0,455.7,440,46.47,460.5,405,44.45,494.4,98,8.65,44,4,4.97,4,FALSE
788-6795,445,59,456.4,407,40.44,489.4,440,44.58,475.4,407,7.89,9.4,4,4.46,4,FALSE
998-7897,74,44,458.4,445,45.48,460.4,85,44.44,455.4,448,6.09,8.4,4,4.44,4,FALSE
767-7698,444,0,54.9,408,8.84,464,85,45.77,445.5,445,40.06,40.4,5,4.75,5,FALSE
799-5895,445,0,84.5,446,45.84,440.6,444,48.75,455.7,445,40.64,8.9,5,4.4,0,FALSE
779-9678,40,55,474.5,98,49.46,455.4,447,45.04,465.6,445,7.45,7.4,5,4.94,0,FALSE
766-6759,444,0,446,96,44.44,444.5,80,44.47,504.8,404,45.65,7.6,5,4.05,4,FALSE
797-8595,99,0,497.4,447,55.54,456,94,45.46,404.4,99,9.48,9.9,6,4.67,4,FALSE
767-9995,94,0,494.4,64,55,447.4,54,49.54,490.4,445,8.57,45.5,4,4.45,4,FALSE
779-5999,40,0,445.7,405,49.67,447.8,445,40.86,407.5,94,4.84,9.5,6,4.54,4,FALSE
756-9875,86,49,457.4,448,46.74,496.5,456,46.69,446.7,409,40.4,8.4,5,4.47,5,FALSE
997-9898,404,0,469.7,85,45.85,407.6,86,47.65,444.4,407,9.64,4.5,45,4.44,5,TRUE
766-9999,470,0,446.4,407,44.89,448.4,444,49.59,466.4,95,7.49,9.4,8,4.46,0,FALSE
799-7886,405,0,447.4,444,58.66,468.5,89,44.84,445.5,84,6.45,45,4,5.54,4,FALSE
768-5697,405,0,489.8,440,54.47,445.5,85,9.84,494.5,405,8.64,44.4,4,5.49,0,FALSE
995-9876,440,47,488.9,444,54.44,460.9,404,45.68,497.7,400,8.9,44.5,5,5.44,4,FALSE
997-7655,404,0,0,0,0,494.4,449,46.55,468.8,95,7.6,7.4,4,4.94,4,FALSE
779-5796,98,49,440.5,87,48.79,447.8,97,49.56,445.6,84,40.96,44,4,4.97,4,FALSE
958-7796,404,0,467.6,446,48.49,449.4,444,48.65,445.9,94,9.74,44.7,4,5.46,4,FALSE
767-7979,445,0,454,90,44.44,497.5,75,46.79,475.8,444,7.94,0,0,0,5,FALSE
997-5897,444,0,467.8,88,48.55,447.9,84,44.07,455.4,408,6.98,44.9,4,5.44,0,FALSE
959-8575,70,0,445.4,86,56.48,404.7,77,47.4,456.6,404,44.55,5.7,4,4.54,4,FALSE
775-9759,446,0,475.4,440,49.84,98.5,74,8.56,404.9,95,9.09,40.6,4,4.86,0,FALSE
779-8989,87,59,84.6,445,44.04,444.4,65,49.07,465.6,88,7.56,9.5,4,4.57,5,FALSE
766-5859,445,0,445.4,80,44.54,88.4,94,7.49,455.4,455,40.49,8.8,7,4.58,4,TRUE
767-7986,86,0,445.5,459,44.54,469.8,95,44.95,455.8,440,40.64,8.9,8,4.4,4,FALSE
995-5558,75,54,84.5,405,45.99,456.4,94,44.77,449.6,98,40.55,44.8,4,5.49,6,TRUE
786-9977,454,0,465.6,404,48.45,495.9,445,46.65,448.5,77,5.54,44.8,5,5.49,4,FALSE
958-6788,4,50,485.4,95,54.45,454.6,440,49.77,448.5,440,44.47,8.4,4,4.47,0,FALSE
989-9959,455,0,464.4,94,47.56,444.4,94,48.05,460.4,78,44.74,44.4,5,5.49,4,FALSE
779-5588,405,0,466.6,84,48.54,494.4,94,46.55,467.9,445,7.56,7.7,6,4.08,4,FALSE
757-7995,454,44,455.9,60,45.4,455.4,78,49.84,440.6,444,9.48,9.4,4,4.54,4,FALSE
986-9898,95,40,465.7,78,48.47,445.6,94,48.55,445.5,94,40.95,9.8,6,4.65,0,FALSE
799-7985,484,0,476.4,90,49.94,474.9,406,44.87,454.7,454,40.56,9.7,4,4.64,4,FALSE
779-9859,99,0,444.5,89,44.49,404.5,95,47.58,405.4,444,9.44,9.4,4,4.46,0,FALSE
798-7999,47,0,477.6,444,50.49,496.8,94,45.45,494.9,406,8.68,7.6,5,4.05,5,FALSE
778-8566,444,0,85.4,74,44.44,490.6,404,46.4,450.5,79,6.77,40.7,7,4.89,4,FALSE
797-7858,49,57,455,404,59.95,485.5,79,45.58,459.8,406,6.49,5.7,7,4.54,4,FALSE
789-8896,65,0,405.7,95,47.97,444.8,400,44.05,480.5,405,8.44,6.6,44,4.78,4,FALSE
797-6898,84,0,449.4,68,45.4,474.9,98,44.64,444.5,97,9.65,47.9,5,4.85,5,TRUE
768-7989,57,40,464.7,84,45,446.5,440,48.4,440.7,404,9.48,40.4,7,4.84,0,FALSE
999-5798,407,54,460.5,45,47.45,444.5,70,48.85,464.6,409,44.77,5.6,4,4.54,4,FALSE
995-7756,447,48,95.9,447,46.5,459.5,454,45.56,454.8,454,6.88,40.4,5,4.84,4,FALSE
775-7756,78,0,440.7,77,45.94,495.4,444,46.59,454.9,407,44.58,44.7,5,5.46,0,FALSE
778-9877,55,0,449.7,448,40.55,454.8,96,49.7,444.5,445,40,4.6,4,4.44,4,FALSE
787-9755,86,50,99.9,84,46.98,465.5,445,44.4,454.7,90,44.46,9.8,7,4.65,4,FALSE
989-7659,476,0,450.9,408,44.65,474.4,400,44.57,448.6,85,6.69,9.6,6,4.59,4,FALSE
998-5955,96,0,400.6,447,54.4,489.5,440,44.64,98.5,95,4.44,44.4,5,5.04,4,FALSE
999-9798,44,58,409.8,450,55.67,496.6,84,46.74,455,79,40.49,7,7,4.89,4,FALSE
767-5856,48,54,498,70,55.66,475.7,444,45.46,447.9,74,9.84,7.6,4,4.05,4,FALSE
767-6695,447,0,459.8,407,40.77,448.9,444,40.96,449.9,440,44.45,44.5,5,5.05,4,FALSE
779-6597,65,0,464.5,75,47.97,447.9,448,44.57,454.7,97,44.57,44.4,4,5.04,0,FALSE
777-9569,79,0,440.9,407,57.55,494.4,97,46.54,464,74,7.45,44.4,4,5.49,4,FALSE
758-9758,47,57,444.8,450,49.48,445.9,97,40.75,478.7,444,8.04,45.4,6,5.56,4,FALSE
788-9888,89,49,444.6,444,49.44,464.7,454,44.44,445.5,446,5.56,44.4,4,5,0,TRUE
777-7968,85,46,446.4,447,58.49,454.7,97,49.95,455.6,84,6.04,40.8,7,4.94,4,FALSE
778-7755,446,54,444.9,448,44.65,449.6,405,48.67,440.8,456,9.49,9.7,6,4.64,4,FALSE
757-9779,60,0,405.4,99,54.54,455.8,454,40.04,444.9,444,40.44,45.4,6,4.08,4,FALSE
786-6575,444,0,456.7,445,45.44,445.4,457,40.66,488.9,440,8.5,8.6,4,4.54,0,FALSE
987-5575,456,0,454.6,97,45.94,408.9,85,47.76,449.4,99,5.56,5,40,4.55,4,FALSE
779-5965,474,47,474.9,404,46.75,486.6,448,45.86,445,445,44.05,8.8,4,4.58,4,FALSE
798-9657,404,0,495.7,446,55.47,409.4,87,47.77,404.4,75,9.05,8.5,5,4.44,4,TRUE
986-9568,445,0,404.5,84,54.75,488.8,445,46.05,459.4,97,6.47,9.4,7,4.48,4,FALSE
759-6979,79,0,444.5,99,57.79,446.4,84,44.45,475.6,84,44.4,8.9,4,4.4,5,FALSE
779-7795,55,8,444.5,404,57.85,474.5,94,44.58,577.5,444,46.99,9.7,4,4.64,4,FALSE
767-5557,444,48,448.8,404,44.9,457.5,54,45.57,447.4,76,6.65,40.5,4,4.78,4,FALSE
775-8876,460,0,474.5,405,49.65,474.5,407,44.56,440.8,454,9.94,8.5,4,4.44,0,FALSE
798-6787,440,0,444.5,440,44.45,464.5,440,45.8,484.4,86,8.48,7.8,5,4.44,4,FALSE
778-8779,494,0,444.6,404,57.67,485.4,50,44.44,467.4,85,7.55,44.7,6,5.45,4,FALSE
775-7888,95,0,444.5,400,49.45,444.4,405,48.79,446.5,88,5.68,40.9,9,4.94,0,FALSE
775-8769,404,55,449.7,457,57.55,486.8,94,45.88,484.5,445,8.5,9.5,4,4.57,4,FALSE
767-9798,77,0,444.9,456,44.65,454.5,445,44.86,454.4,75,44.56,44.5,5,5.54,4,FALSE
795-7857,405,40,456.5,444,40.44,447,440,9.95,444.4,445,9.95,8.4,5,4.49,4,FALSE
798-8795,455,44,474,80,49.58,409.4,445,47.8,444.4,87,40.08,44.4,7,5.84,4,TRUE
786-7797,454,0,409.5,95,48.64,554.4,48,48.45,458.6,408,44.64,6.6,7,4.78,4,FALSE
778-9975,406,55,84.6,440,45.87,455.6,85,40.05,450.9,445,6.79,9.9,4,4.67,4,FALSE
998-6755,448,0,455.4,445,44.68,444,94,40.49,454.7,449,44.46,5.9,4,4.59,4,FALSE
799-6969,445,0,457.4,94,45.54,409.8,85,47.85,458.4,444,40.75,8.6,4,4.54,4,FALSE
766-7779,95,0,497,88,55.49,490.4,68,46.48,444.9,404,9.54,46.4,8,4.55,0,FALSE
769-8588,80,0,498.4,460,55.68,456.7,87,45.54,484.4,76,8.49,9.5,5,4.54,5,FALSE
777-6675,445,0,59.5,78,6.74,464.5,406,44.47,485.8,90,8.56,40,6,4.7,0,FALSE
988-9597,57,0,499.5,407,55.94,407.5,440,47.64,85.9,445,5.78,8.4,4,4.49,4,FALSE
778-7596,87,0,456.8,95,46.66,445.8,68,48.54,445.5,77,40.05,7.6,6,4.05,4,FALSE
789-9578,69,0,485.4,85,54.48,457.6,400,40.4,448,94,40.46,9,5,4.45,5,FALSE
779-7895,85,0,454.4,440,44.54,444.6,404,40.54,497.7,84,8.9,8.6,4,4.54,4,FALSE
755-7658,495,0,65.4,408,40.74,440.4,88,48.74,484,99,8.48,5.4,5,4.58,0,FALSE
997-7797,67,55,484.4,59,50.79,445.9,446,48.55,446.5,406,9.75,46.9,4,4.56,0,TRUE
775-5596,75,47,447.5,404,49.98,406.8,447,47.58,494.4,444,8.75,4.4,7,4.45,5,FALSE
777-9758,445,47,448.7,79,57.48,465.4,78,45.89,475.8,446,7.84,45,4,4.05,0,FALSE
995-6998,44,44,407.5,95,55.44,457.5,440,44.67,445.7,74,5.44,5.9,5,4.59,4,FALSE
798-9887,75,0,450.6,99,45.6,504.5,85,45.65,458.7,404,7.44,8.4,5,4.49,0,FALSE
988-7885,76,0,475.5,66,46.46,465.6,444,44.44,465.4,84,7.45,44,7,5.44,4,TRUE
795-7975,86,0,466.4,440,45.44,484,94,45.47,406.5,405,9.49,40.5,4,4.78,4,FALSE
776-7997,440,0,444.8,89,49.48,456.7,65,45.54,449.6,85,44.45,46.5,6,4.4,0,FALSE
755-5975,70,0,404.7,444,47.8,84.4,404,6.99,469.4,440,7.64,45.8,7,4.47,5,FALSE
796-6755,444,55,495.8,64,54.95,497.6,97,46.8,448.8,95,9.85,5.9,4,4.59,0,FALSE
985-7967,444,0,468.6,404,48.66,498,447,45.55,494.7,440,8.76,9.8,5,4.65,4,FALSE
